Group.pvalue	interaction.pvalue	conv.mess	Group.padj	interaction.padj
s__Parvimonas_sp_KA00067	0.0107070483392553	0.00800409952365574	NULL	0.313110186048858	0.083306442182288
s__Firmicutes_bacterium_CAG_110	0.157602261023433	0.021985649779327	NULL	0.863230566060169	0.130828187575748
s__Enterococcus_casseliflavus	0.205546917843309	0.980720365513946	NULL	0.943558232385473	0.999883032960346
s__Proteobacteria_bacterium_CAG_139	0.683638563246845	0.681556304321679	NULL	0.968062464897316	0.895122993686783
s__Prevotella_sp_CAG_755	0.514514603448735	0.217563918260249	NULL	0.968062464897316	0.468179679570689
s__Fusobacterium_equinum	0.0802410619343666	0.193826585646596	NULL	0.644607347553055	0.42977619938647
s__Corynebacterium_pseudogenitalium	0.738212111246701	0.998003209216637	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Porphyromonas_sp_HMSC065F10	0.746883273049208	0.0543572067719018	NULL	0.968062464897316	0.200001325679822
s__Peptoniphilus_lacrimalis	0.0983425134752723	0.0243329081267738	NULL	0.696034031007905	0.137473947348092
s__Citrobacter_portucalensis	0.784570939961767	0.890751326530184	NULL	0.968062464897316	0.999883032960346
s__Lactobacillus_acidophilus	0.240900174587958	0.110525370078495	NULL	0.945429735627741	0.314183342961641
s__Eubacterium_coprostanoligenes	0.0753231351042926	0.162611015686819	NULL	0.644607347553055	0.395851058389126
s__Weissella_cibaria	0.659673471448173	0.954780492698094	NULL	0.968062464897316	0.999883032960346
s__Slackia_exigua	0.866631525175049	0.0047804451195917	NULL	0.978321321864125	0.0730421206492213
s__Proteus_mirabilis	0.903227651645384	0.344039957348111	NULL	0.978739621249705	0.585962047497489
s__Parasutterella_excrementihominis	0.738809133730098	0.534189459667913	NULL	0.968062464897316	0.768594983760997
s__Lachnospiraceae_bacterium_oral_taxon_096	0.086083690624029	0.258739034215916	boundary (singular) fit: see ?isSingular	0.648318465166692	0.498849091413391
s__Slackia_isoflavoniconvertens	0.316166787361778	0.0250989779390708	NULL	0.968062464897316	0.137473947348092
s__Bacteroides_cellulosilyticus	0.398732458280746	0.273347101427243	NULL	0.968062464897316	0.510671716619887
s__Lactobacillus_apis	0.664557544251746	0.784921138465172	NULL	0.968062464897316	0.97257580653011
s__Bacteroides_eggerthii	0.805754075659716	0.00885193225432797	NULL	0.968062464897316	0.0870741091140016
s__Clostridium_sp_CAG_167	0.525234398133031	0.00436982251163961	NULL	0.968062464897316	0.0730421206492213
s__Finegoldia_magna	0.21822702154462	0.0145429746204585	NULL	0.945429735627741	0.104065444325853
s__Parabacteroides_sp_CAG_409	0.244138021578055	0.0665252082059768	NULL	0.945429735627741	0.21813027452572
s__Pseudomonas_versuta	0.198319256140972	0.515481856167616	boundary (singular) fit: see ?isSingular	0.943558232385473	0.755204421497845
s__Coprococcus_eutactus	0.0523826296883048	0.0106710450510184	NULL	0.615815305116169	0.0952489576776085
s__Paeniclostridium_sordellii	0.321225060732065	0.988383352139981	NULL	0.968062464897316	0.999883032960346
s__Oscillibacter_sp_CAG_241	0.669348317197368	0.00517286382120131	NULL	0.968062464897316	0.0730421206492213
s__Mitsuokella_jalaludinii	0.871962055026533	0.357204523171029	NULL	0.978321321864125	0.602002028560966
s__Catenibacterium_mitsuokai	0.825702895918712	0.0247118247712938	NULL	0.968981474333256	0.137473947348092
s__Lactobacillus_vaginalis	0.583500141313127	0.987134491070916	NULL	0.968062464897316	0.999883032960346
s__Roseburia_inulinivorans	0.825258407416036	4.26271192149229e-05	NULL	0.968981474333256	0.00410925429231857
s__Bacteroides_clarus	0.935266317941426	0.0599953830562456	NULL	0.981188199856613	0.21050190128029
s__Bacteroides_faecis	0.627631762419052	0.712391391579887	NULL	0.968062464897316	0.925532751324813
s__Enterobacter_mori	0.869390168493954	0.4322546095802	boundary (singular) fit: see ?isSingular	0.978321321864125	0.685351058610712
s__Oxalobacter_formigenes	0.923459353372923	0.307586579254176	NULL	0.981188199856613	0.545264185333781
s__Bacteroides_stercorirosoris	0.878361548848486	0.0200404590706696	NULL	0.978321321864125	0.125448068468347
s__Bifidobacterium_breve	0.769304940529669	0.0104077126567201	NULL	0.968062464897316	0.0946512735950773
s__Roseburia_sp_CAG_303	0.221235485824466	0.182505572845219	NULL	0.945429735627741	0.427027602482503
s__Clostridium_asparagiforme	0.657114595338282	0.977572064918132	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Blautia_coccoides	0.919425518788025	0.0133449168945892	NULL	0.981188199856613	0.100503905362375
s__Lactobacillus_ruminis	0.324217810354343	0.194380106776453	NULL	0.968062464897316	0.42977619938647
s__Faecalitalea_cylindroides	0.611511730623373	0.590128689406487	NULL	0.968062464897316	0.817362150269905
s__Anaerococcus_prevotii	0.0802411311082653	0.193826654019838	NULL	0.644607347553055	0.42977619938647
s__Lactobacillus_brevis	0.659044347166961	0.977907165254163	NULL	0.968062464897316	0.999883032960346
s__Megasphaera_micronuciformis	0.547340576134349	0.733384224607948	NULL	0.968062464897316	0.940021884121379
s__Erysipelatoclostridium_ramosum	0.696414169748774	0.00778180786745874	NULL	0.968062464897316	0.083306442182288
s__Alistipes_inops	0.406411574665428	0.24995032735528	NULL	0.968062464897316	0.493754335185431
s__Klebsiella_pneumoniae	0.661721024668225	0.114100236968252	NULL	0.968062464897316	0.317897770050275
s__Bacteroides_pectinophilus	0.0227190720504666	0.0132126322562719	NULL	0.393040420249915	0.100503905362375
s__Clostridium_baratii	0.631518261933425	0.960379119545083	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Enorma_massiliensis	0.0707305303009912	0.578837880913309	NULL	0.644607347553055	0.812117954119302
s__Corynebacterium_glucuronolyticum	0.170038015601194	0.378834659282153	NULL	0.900640917799733	0.621082672700672
s__Anaerotruncus_colihominis	0.498634623897023	0.0817415040319049	NULL	0.968062464897316	0.252560288098578
s__Clostridium_bolteae	0.862579076532885	0.0237959971154379	NULL	0.978321321864125	0.137473947348092
s__Aeromonas_caviae	0.657114933781085	0.977572116932223	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Bacteroides_sp_OM08_11	0.751213056064286	0.165081624745474	NULL	0.968062464897316	0.396749338410873
s__Cloacibacillus_porcorum	0.0626344372512355	0.105371512379888	NULL	0.644607347553055	0.303286909845593
s__Staphylococcus_equorum	0.787368748744277	0.247250747093634	NULL	0.968062464897316	0.492458099583189
s__Firmicutes_bacterium_CAG_145	0.152658254028577	0.112093510283063	NULL	0.86054209001949	0.31595948512536
s__Atopobium_deltae	0.271006803420202	0.0907035481501601	boundary (singular) fit: see ?isSingular	0.964531365650919	0.271547268375013
s__Lactobacillus_gasseri	0.260767209838045	0.296797021310958	NULL	0.959464085052959	0.537805128841661
s__Bacteroides_nordii	0.286872366063031	0.0127108145891431	NULL	0.968062464897316	0.100503905362375
s__Aeromonas_media	0.657114750990875	0.977572088933909	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Eubacterium_hallii	0.442072799104307	0.426983886905386	NULL	0.968062464897316	0.679228493361044
s__Dielma_fastidiosa	0.211485904807869	0.166329844464795	boundary (singular) fit: see ?isSingular	0.945429735627741	0.396749338410873
s__Flavonifractor_plautii	0.0622180057034434	0.00687188272520545	NULL	0.644607347553055	0.0831079270663983
s__Veillonella_atypica	0.195358916666763	0.721702760763386	NULL	0.941629978333797	0.932602495141962
s__Eisenbergiella_massiliensis	0.384081046525064	0.123328766699501	NULL	0.968062464897316	0.337752645165678
s__Roseburia_faecis	0.693741755638772	0.00480463908980503	NULL	0.968062464897316	0.0730421206492213
s__Eubacterium_sp_CAG_251	0.0169150507956491	0.0451316562777658	NULL	0.393040420249915	0.175431115531316
s__Coprobacillus_cateniformis	0.395055366629784	0.252031691768041	NULL	0.968062464897316	0.495833777274269
s__Lachnoclostridium_sp_An14	0.389999287235637	0.00530388842888536	NULL	0.968062464897316	0.0730421206492213
s__Dorea_formicigenerans	0.882590687776894	0.0790762994675749	NULL	0.978321321864125	0.247014061886248
s__Bifidobacterium_angulatum	0.439670895786116	0.969030581751487	NULL	0.968062464897316	0.999883032960346
s__Murimonas_intestini	0.430518086546016	0.0401815121183383	NULL	0.968062464897316	0.166961267352375
s__Roseburia_sp_CAG_471	0.278153236152444	0.39386631752206	NULL	0.964531365650919	0.63920392271257
s__Anaerofustis_stercorihominis	0.406186003185643	0.00363469904436168	NULL	0.968062464897316	0.0730421206492213
s__Klebsiella_quasipneumoniae	0.785881669918794	0.11812291351521	NULL	0.968062464897316	0.327214047783513
s__Clostridium_symbiosum	0.985270789591624	1.8983973323797e-05	NULL	0.995763176598836	0.00301991062956141
s__Staphylococcus_haemolyticus	0.836299363739906	0.987632940457251	boundary (singular) fit: see ?isSingular	0.968981474333256	0.999883032960346
s__Enterococcus_hirae	0.666081268357307	0.986334226115553	NULL	0.968062464897316	0.999883032960346
s__Firmicutes_bacterium_CAG_83	0.110188940456273	0.300817041320357	NULL	0.719861093502075	0.539010460655806
s__Clostridium_sp_D5	0.628464357815155	0.957708997827864	NULL	0.968062464897316	0.999883032960346
s__Ruthenibacterium_lactatiformans	0.637642609615449	0.325629869642038	NULL	0.968062464897316	0.564581284775044
s__Dialister_invisus	0.450646216661506	0.433758206332882	NULL	0.968062464897316	0.685480181811309
s__Odoribacter_splanchnicus	0.770769723391492	0.198303264738821	NULL	0.968062464897316	0.436448281297314
s__Desulfovibrio_piger	0.599415876941985	0.133318262463107	NULL	0.968062464897316	0.3492358831914
s__Paraprevotella_clara	0.980219418928553	0.993425883645017	NULL	0.99542454435637	0.999883032960346
s__Acidaminococcus_fermentans	0.0405630374831883	0.130222380566886	boundary (singular) fit: see ?isSingular	0.558611066954214	0.345858793207872
s__Fusobacterium_gonidiaformans	0.00715122219054923	0.0401476378680279	boundary (singular) fit: see ?isSingular	0.299810844025234	0.166961267352375
s__Prevotella_corporis	0.234573968346867	0.34693754652868	NULL	0.945429735627741	0.5867505172871
s__Ruminococcus_sp_CAG_563	0.685180505778762	0.644548024985258	NULL	0.968062464897316	0.86297818900804
s__Streptococcus_oralis	0.793611850043123	0.761791045580579	boundary (singular) fit: see ?isSingular	0.968062464897316	0.958703091305063
s__Erysipelothrix_larvae	0.939927921204461	0.441547631147708	NULL	0.981188199856613	0.690993370822062
s__Bacteroides_galacturonicus	0.0725650946323575	0.166261659381193	NULL	0.644607347553055	0.396749338410873
s__Gemmiger_formicilis	0.760232798485425	0.00229946013065427	NULL	0.968062464897316	0.0635897526180015
s__Lactobacillus_sakei	0.875430162439578	0.41208312411875	NULL	0.978321321864125	0.660730177350873
s__Bacteroides_intestinalis	0.516838554853245	0.0377259871550408	NULL	0.968062464897316	0.166961267352375
s__Bacteroides_xylanolyticus	0.373572659648133	0.913222612308578	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Clostridium_bolteae_CAG_59	0.503858370981886	0.882985623506874	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Leuconostoc_garlicum	0.972404887755943	0.889368082456907	NULL	0.995212187495529	0.999883032960346
s__Peptoniphilus_asaccharolyticus	0.180735440803761	0.0794339825567809	NULL	0.925401836872005	0.247014061886248
s__Clostridium_neonatale	0.523982423235232	0.628086618244625	NULL	0.968062464897316	0.848004901943724
s__Eggerthella_lenta	0.482875174844318	0.0122471208821264	NULL	0.968062464897316	0.100503905362375
s__Prevotella_sp_CAG_5226	0.502939877156032	0.00812324228748452	NULL	0.968062464897316	0.083306442182288
s__Megamonas_funiformis	0.477518857927573	0.0360445421842293	NULL	0.968062464897316	0.166961267352375
s__Dialister_sp_CAG_357	0.658319259197975	0.0348894391329148	NULL	0.968062464897316	0.166502075862029
s__Ruminococcus_callidus	0.854485806223163	0.513231469509302	NULL	0.978321321864125	0.754199903364279
s__Leuconostoc_mesenteroides	0.230159230351524	0.327227829223395	NULL	0.945429735627741	0.564767916716174
s__Streptococcus_gordonii	0.967691524637215	0.475053843831579	NULL	0.994514530650614	0.72109231436402
s__Eubacterium_ramulus	0.7550285652845	0.01851011469518	NULL	0.968062464897316	0.122217469631189
s__Coprococcus_comes	0.922935926669997	0.0626723526634317	NULL	0.981188199856613	0.212453570933439
s__Streptococcus_lutetiensis	0.0888509723819328	0.855530710866454	NULL	0.652544467043704	0.999883032960346
s__Turicibacter_sanguinis	0.41135866406689	0.804371251190939	NULL	0.968062464897316	0.98256065419815
s__Corynebacterium_simulans	0.190072161515204	0.29531748837375	NULL	0.925401836872005	0.537805128841661
s__Enterococcus_sp_9D6_DIV0238	0.659044040279579	0.977907118065098	NULL	0.968062464897316	0.999883032960346
s__Ruminococcus_bicirculans	0.930119694880445	0.933504053461993	NULL	0.981188199856613	0.999883032960346
s__Lactobacillus_fermentum	0.390703233844944	0.893011724371908	NULL	0.968062464897316	0.999883032960346
s__Lactococcus_garvieae	0.0392235355902738	0.263663381128543	boundary (singular) fit: see ?isSingular	0.558611066954214	0.500337597259676
s__Lactonifactor_longoviformis	0.656396764877167	0.144381812504277	NULL	0.968062464897316	0.372149912444179
s__Corynebacterium_pyruviciproducens	0.43051833764526	0.0401815424809289	NULL	0.968062464897316	0.166961267352375
s__Veillonella_tobetsuensis	0.0860836749166229	0.258738986931848	boundary (singular) fit: see ?isSingular	0.648318465166692	0.498849091413391
s__Weissella_viridescens	0.790564603319727	0.999256049217613	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Eubacterium_siraeum	0.673026026134076	0.905581268648105	NULL	0.968062464897316	0.999883032960346
s__Aeriscardovia_aeriphila	0.304644686477424	0.360339776434784	NULL	0.968062464897316	0.605169938123924
s__Collinsella_aerofaciens	0.334558384390073	1.53752029086796e-05	NULL	0.968062464897316	0.00301991062956141
s__Actinomyces_neuii	0.607878450875938	0.998728283815862	NULL	0.968062464897316	0.999883032960346
s__Turicimonas_muris	0.625782774932915	0.448027598646715	NULL	0.968062464897316	0.696313631006043
s__Haemophilus_pittmaniae	0.0181079965106597	0.0887522878289753	boundary (singular) fit: see ?isSingular	0.393040420249915	0.269047815934378
s__Clostridium_aldenense	0.870439211541863	0.0074625875202043	NULL	0.978321321864125	0.0831079270663983
s__Bacteroides_salyersiae	0.51208848865469	0.0114462869731643	NULL	0.968062464897316	0.10031109674664
s__Escherichia_coli	0.697410099609497	0.185666872856873	NULL	0.968062464897316	0.42977619938647
s__Gemmiger_sp_An50	0.808075054368573	0.994346781361965	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Bilophila_wadsworthia	0.414200385083089	0.315478708172728	NULL	0.968062464897316	0.548955730466624
s__Weissella_confusa	0.594297380116713	0.945024893440418	NULL	0.968062464897316	0.999883032960346
s__Anaerococcus_hydrogenalis	0.0802411685666091	0.193826691002911	NULL	0.644607347553055	0.42977619938647
s__Prevotella_buccae	0.66516866448233	0.30883220455627	NULL	0.968062464897316	0.545264185333781
s__Eubacterium_limosum	0.43051839835179	0.0401815498192438	NULL	0.968062464897316	0.166961267352375
s__Enterococcus_asini	0.389970385901588	0.83507699161179	NULL	0.968062464897316	0.995280695554858
s__Solobacterium_moorei	0.153540704858249	0.299301032258658	NULL	0.86054209001949	0.538751525398739
s__Clostridium_ventriculi	0.718850867224259	0.768853516075451	NULL	0.968062464897316	0.961955217190498
s__Denitrobacterium_detoxificans	0.68057201878379	0.462891931260319	boundary (singular) fit: see ?isSingular	0.968062464897316	0.706680784105306
s__Lactococcus_petauri	0.138864894114235	0.437944451609443	boundary (singular) fit: see ?isSingular	0.799753782142228	0.689834070835789
s__Bacteroides_faecis_CAG_32	0.708922371316076	0.602589650743715	NULL	0.968062464897316	0.827487782502766
s__Bacteroides_stercoris	0.529823954329437	0.296507173896901	NULL	0.968062464897316	0.537805128841661
s__Gemella_morbillorum	0.31763661213242	0.157390782375986	NULL	0.968062464897316	0.391896004579595
s__Eisenbergiella_tayi	0.665635450582716	0.0788710622377132	NULL	0.968062464897316	0.247014061886248
s__Clostridium_innocuum	0.592229949933355	2.50614990005097e-05	NULL	0.968062464897316	0.00301991062956141
s__Lachnoclostridium_sp_An118	0.798663557786612	0.220731199983203	NULL	0.968062464897316	0.468179679570689
s__Lactobacillus_farciminis	0.794608570190984	0.227005499936857	boundary (singular) fit: see ?isSingular	0.968062464897316	0.469215095212045
s__Gordonibacter_pamelaeae	0.873886168079647	0.508160651984788	NULL	0.978321321864125	0.749031909041798
s__Prevotella_sp_885	0.123770626434287	0.0751209070939553	NULL	0.774771973263978	0.241388514795243
s__Clostridium_sp_7_2_43FAA	0.451412140857679	0.96660080297426	NULL	0.968062464897316	0.999883032960346
s__Ruminococcus_gnavus	0.302094065928399	0.00161391812943207	NULL	0.968062464897316	0.0635897526180015
s__Comamonas_kerstersii	0.157211222865368	0.366642342666346	boundary (singular) fit: see ?isSingular	0.863230566060169	0.612239309985119
s__Veillonella_seminalis	0.974888050128407	0.0164421466613382	NULL	0.99542454435637	0.113215924153786
s__Prevotella_stercorea	0.903608156547964	0.497490446178931	NULL	0.978739621249705	0.737816600179215
s__Moellerella_wisconsensis	0.449697484317037	0.815402860557426	NULL	0.968062464897316	0.98256065419815
s__Carnobacterium_divergens	0.73821186851144	0.998003242934316	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Roseburia_sp_CAG_182	0.00537659781229325	0.00596394813424464	NULL	0.299810844025234	0.0776925135325923
s__Blautia_sp_CAG_257	0.704302479825567	0.0140711815945367	NULL	0.968062464897316	0.104065444325853
s__Pseudoflavonifractor_capillosus	0.458359043805433	0.00726818749945029	NULL	0.968062464897316	0.0831079270663983
s__Holdemania_filiformis	0.0392734101985164	0.0268121195590166	NULL	0.558611066954214	0.140472191602674
s__Lachnoclostridium_sp_An298	0.808074960898695	0.994346789420082	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Actinomyces_sp_HPA0247	0.388370756916553	0.975584071423678	NULL	0.968062464897316	0.999883032960346
s__Fusicatenibacter_saccharivorans	0.886246806732423	0.0400442443831429	NULL	0.978321321864125	0.166961267352375
s__Fusobacterium_mortiferum	0.228655041054613	0.397348004982707	NULL	0.945429735627741	0.642690397321023
s__Anaerobiospirillum_thomasii	0.184849534357913	0.0069704985044685	NULL	0.925401836872005	0.0831079270663983
s__Acidaminococcus_sp_CAG_542	0.017638823445192	0.0441121442811612	NULL	0.393040420249915	0.174717679661596
s__Lactobacillus_johnsonii	0.271912598161951	0.616076494165381	NULL	0.964531365650919	0.838838616349474
s__Anaerostipes_hadrus	0.739080490801347	0.147403975147068	NULL	0.968062464897316	0.376414012777788
s__Enterorhabdus_caecimuris	0.361825015710538	0.169488065602486	NULL	0.968062464897316	0.398503646928771
s__Firmicutes_bacterium_CAG_94	0.189130773042272	0.0019301016733958	NULL	0.925401836872005	0.0635897526180015
s__Prevotella_sp_CAG_1092	0.239379425926486	0.160760699599691	NULL	0.945429735627741	0.395340087791077
s__Streptococcus_infantis	0.980968171305551	0.911767836382256	NULL	0.99542454435637	0.999883032960346
s__Lactobacillus_iners	0.0893525618773536	0.254948618265555	NULL	0.652544467043704	0.498849091413391
s__Bifidobacterium_pseudocatenulatum	0.271730754180915	0.0902537198179608	NULL	0.964531365650919	0.271547268375013
s__Corynebacterium_sp_HMSC08A12	0.738212119155088	0.998003208133247	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Collinsella_stercoris	0.101083780436833	0.0150455920977673	NULL	0.696034031007905	0.105101092624983
s__Lawsonibacter_asaccharolyticus	0.696377098766943	0.391532880538696	NULL	0.968062464897316	0.637563677093417
s__Streptococcus_sp_A12	0.740612255288814	0.33409088033668	NULL	0.968062464897316	0.571034767100283
s__Streptococcus_infantarius	0.667241343058971	0.525389662810024	boundary (singular) fit: see ?isSingular	0.968062464897316	0.762764510465156
s__Romboutsia_ilealis	0.799661227766722	0.670638010482223	NULL	0.968062464897316	0.888042640253933
s__Streptococcus_macedonicus	0.475647629430597	0.637768954820192	NULL	0.968062464897316	0.857487615930814
s__Veillonella_sp_T11011_6	0.791509058489852	0.533623067464455	NULL	0.968062464897316	0.768594983760997
s__Streptococcus_australis	0.110518093193265	0.221462587016841	NULL	0.719861093502075	0.468179679570689
s__Gemmiger_sp_An120	0.808075506526824	0.994346742380765	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Ruminococcus_sp_CAG_330	0.002303869756501	0.00695614459528211	NULL	0.290328680633733	0.0831079270663983
s__Cloacibacillus_evryensis	0.0435400367126684	0.126697558604139	NULL	0.56719723501368	0.345018210436129
s__Lactococcus_raffinolactis	0.628459502468097	0.957707442542251	NULL	0.968062464897316	0.999883032960346
s__Clostridium_clostridioforme	0.768240527895919	0.0637644016919911	NULL	0.968062464897316	0.212453570933439
s__Lactobacillus_kullabergensis	0.902216712260988	0.166991806819834	NULL	0.978739621249705	0.396749338410873
s__Actinomyces_sp_ICM47	0.1284154350248	0.0103787771642122	NULL	0.783496704834858	0.0946512735950773
s__Lactobacillus_oris	0.41103871787881	0.754383240968283	NULL	0.968062464897316	0.956875584596611
s__Megasphaera_cerevisiae	0.43051801626585	0.0401815036208414	NULL	0.968062464897316	0.166961267352375
s__Butyricimonas_virosa	0.465246664106513	0.313738839687389	NULL	0.968062464897316	0.547906234526528
s__Blautia_obeum	0.737379767711715	0.0180239936109818	NULL	0.968062464897316	0.122217469631189
s__Granulicatella_elegans	0.00240936664426334	0.0241110297170417	NULL	0.290328680633733	0.137473947348092
s__Bacteroides_thetaiotaomicron	0.405077932763088	0.00186188998761959	NULL	0.968062464897316	0.0635897526180015
s__Klebsiella_variicola	0.628245879383393	0.104005287856401	NULL	0.968062464897316	0.301991257510753
s__Bacteroides_ovatus	0.722924285443961	0.607504503055558	NULL	0.968062464897316	0.830069747307785
s__Fusobacterium_nucleatum	0.379970681679418	0.998724245138284	NULL	0.968062464897316	0.999883032960346
s__Alistipes_shahii	0.896217730028083	0.0219572298736203	NULL	0.978739621249705	0.130828187575748
s__Streptococcus_mitis	0.0494444150486373	0.0442111828954582	NULL	0.611082257780595	0.174717679661596
s__Leuconostoc_gelidum	0.798663398769817	0.220730978321448	NULL	0.968062464897316	0.468179679570689
s__Clostridium_disporicum	0.49307149717191	0.62080940460847	NULL	0.968062464897316	0.842901783158542
s__Parabacteroides_merdae	0.181193812835024	0.00745719269173581	NULL	0.925401836872005	0.0831079270663983
s__Lactobacillus_curvatus	0.788374838617948	0.638668162072951	NULL	0.968062464897316	0.857487615930814
s__Clostridium_leptum	0.237595721383354	0.450055476248126	NULL	0.945429735627741	0.696313631006043
s__Peptostreptococcus_sp_MV1	0.00674654529434194	0.0390742559004126	boundary (singular) fit: see ?isSingular	0.299810844025234	0.166961267352375
s__Veillonella_rogosae	0.255233176449462	0.161638608282003	boundary (singular) fit: see ?isSingular	0.949672630334566	0.395481264933631
s__Succinatimonas_hippei	0.530762210778292	0.518256999153672	NULL	0.968062464897316	0.755505629923871
s__Fretibacterium_fastidiosum	0.246763738262171	0.0638680753488139	NULL	0.945429735627741	0.212453570933439
s__Clostridium_celatum	0.00879494080215363	0.0680309921396825	NULL	0.299810844025234	0.221560393319777
s__Fusobacterium_periodonticum	0.794608606604209	0.227005508821022	boundary (singular) fit: see ?isSingular	0.968062464897316	0.469215095212045
s__Acidaminococcus_intestini	0.42576632522523	0.835580478324608	NULL	0.968062464897316	0.995280695554858
s__Streptococcus_sobrinus	0.803312422876215	0.831361348438186	NULL	0.968062464897316	0.995280695554858
s__Anaerostipes_caccae	0.921105049382429	0.0773862306872306	NULL	0.981188199856613	0.245395810468718
s__Enterococcus_faecium	0.669566989311273	0.311727038173631	NULL	0.968062464897316	0.547906234526528
s__Eubacterium_sp_CAG_180	0.0593031639884705	0.0602681792047302	NULL	0.644607347553055	0.21050190128029
s__Veillonella_dispar	0.380280566271406	0.573745125060085	NULL	0.968062464897316	0.810982845392848
s__Actinomyces_sp_S6_Spd3	0.358785518502739	0.887948393313652	boundary (singular) fit: see ?isSingular	0.968062464897316	0.999883032960346
s__Firmicutes_bacterium_CAG_238	0.679709721323048	0.592042763988711	NULL	0.968062464897316	0.817663645394151
